asv	coef	trait	date	nitrogen	abs_coef	rank	top1p	top100	Functional_Tax_Group
asv_000411	0.000849877026418448	VARI	Aug12	HN	0.000849877026418448	8	1	1	Sphingomonas crusticola
asv_000411	0.00109535123456753	MGR	Aug12	HN	0.00109535123456753	6	1	1	Sphingomonas crusticola
asv_000411	0.000273371175700669	GLI	Aug22	HN	0.000273371175700669	10	1	1	Sphingomonas crusticola
asv_000411	0.000347283560204307	GLI	Aug12	HN	0.000347283560204307	18	1	1	Sphingomonas crusticola
asv_000411	0.000487083842974695	RGB	Aug22	HN	0.000487083842974695	10	1	1	Sphingomonas crusticola
asv_000411	-0.0811356184111617	Woebbecke	Aug12	HN	0.0811356184111617	28	1	1	Sphingomonas crusticola
asv_000411	0.00052510661534086	MGR	Aug22	HN	0.00052510661534086	12	1	1	Sphingomonas crusticola
asv_000411	0.000529287149642337	NGR	Aug12	HN	0.000529287149642337	6	1	1	Sphingomonas crusticola
asv_000411	0.000502273565572836	ExG	Aug12	HN	0.000502273565572836	20	1	1	Sphingomonas crusticola
asv_000411	0.000375043816753653	ExG	Aug22	HN	0.000375043816753653	10	1	1	Sphingomonas crusticola
asv_000418	-0.000461011972346572	NGR	Aug12	HN	0.000461011972346572	20	1	1	Pseudarthrobacter
asv_000418	-0.000970047188440118	MGR	Aug12	HN	0.000970047188440118	19	1	1	Pseudarthrobacter
asv_000418	-0.000318002766419328	GLI	Aug12	HN	0.000318002766419328	35	1	1	Pseudarthrobacter
asv_000418	-0.000770833352802456	VARI	Aug12	HN	0.000770833352802456	19	1	1	Pseudarthrobacter
asv_000435	0.000212700761424965	NGR	Aug22	HN	0.000212700761424965	34	1	1	Labrys miyagiensis
asv_000435	0.000441743894756967	MGR	Aug22	HN	0.000441743894756967	32	1	1	Labrys miyagiensis
asv_000435	0.000301160616556815	VARI	Aug22	HN	0.000301160616556815	35	1	1	Labrys miyagiensis
asv_000441	0.00616545018366117	VEG	Sept5	HN	0.00616545018366117	20	1	1	Massilia varians
asv_000446	-0.00710720559714723	VEG	Aug12	HN	0.00710720559714723	13	1	1	Sphingomonas limnosediminicola
asv_000448	-0.00803799795831999	VEG	Aug12	HN	0.00803799795831999	7	1	1	TM7a sp 2
asv_000459	-3.25936672055781e-10	GLI	Sept5	HN	3.25936672055781e-10	30	1	1	Mucilaginibacter gossypii
asv_000459	-9.36785401144314e-05	VARI	Sept5	HN	9.36785401144314e-05	16	1	1	Mucilaginibacter gossypii
asv_000459	-5.88632688524588e-10	RGB	Sept5	HN	5.88632688524588e-10	34	1	1	Mucilaginibacter gossypii
asv_000459	-7.34527473248251e-06	NGR	Sept5	HN	7.34527473248251e-06	26	1	1	Mucilaginibacter gossypii
asv_000459	-0.00656337944432453	VEG	Sept5	HN	0.00656337944432453	14	1	1	Mucilaginibacter gossypii
asv_000459	-4.30209026866428e-10	ExG	Sept5	HN	4.30209026866428e-10	35	1	1	Mucilaginibacter gossypii
asv_000459	-1.40157158760309e-05	MGR	Sept5	HN	1.40157158760309e-05	25	1	1	Mucilaginibacter gossypii
asv_000470	0.0737228504452476	Woebbecke	Aug22	HN	0.0737228504452476	29	1	1	Dyadobacter fermentans 3
asv_000477	-0.00703101797772507	VEG	Aug12	HN	0.00703101797772507	16	1	1	TM7a sp 2
asv_000483	6.61734227842795e-10	RGB	Sept5	HN	6.61734227842795e-10	15	1	1	Chryseobacterium sp 2
asv_000483	0.000109208560796693	VARI	Sept5	HN	0.000109208560796693	10	1	1	Chryseobacterium sp 2
asv_000483	4.83987884739457e-10	ExG	Sept5	HN	4.83987884739457e-10	16	1	1	Chryseobacterium sp 2
asv_000483	1.64308820966072e-05	MGR	Sept5	HN	1.64308820966072e-05	8	1	1	Chryseobacterium sp 2
asv_000483	8.62203588307488e-06	NGR	Sept5	HN	8.62203588307488e-06	8	1	1	Chryseobacterium sp 2
asv_000483	3.63564447133778e-10	GLI	Sept5	HN	3.63564447133778e-10	14	1	1	Chryseobacterium sp 2
asv_000486	0.00935128281921989	VEG	Aug22	HN	0.00935128281921989	19	1	1	Labrys miyagiensis
asv_000487	-0.00660407136628416	VEG	Aug12	HN	0.00660407136628416	31	1	1	Achromobacter insolitus
asv_000494	0.00022436384728276	NGR	Aug22	HN	0.00022436384728276	28	1	1	Stenotrophomonas pavanii
asv_000494	0.000337539300995958	VARI	Aug22	HN	0.000337539300995958	18	1	1	Stenotrophomonas pavanii
asv_000494	0.000458211860760885	MGR	Aug22	HN	0.000458211860760885	28	1	1	Stenotrophomonas pavanii
asv_000500	-0.00556146605729149	VEG	Sept5	HN	0.00556146605729149	33	1	1	f_Comamonadaceae Unknown Genus
asv_000502	0.000781918709141378	VARI	Aug12	HN	0.000781918709141378	16	1	1	Sphingomonas limnosediminicola
asv_000502	0.0100150612619776	VEG	Aug12	HN	0.0100150612619776	2	1	1	Sphingomonas limnosediminicola
asv_000502	0.00918173979621695	VEG	Aug22	HN	0.00918173979621695	22	1	1	Sphingomonas limnosediminicola
asv_000508	0.000228275191361615	NGR	Aug22	HN	0.000228275191361615	24	1	1	Massilia niabensis
asv_000508	0.00033534544866733	ExG	Aug22	HN	0.00033534544866733	16	1	1	Massilia niabensis
asv_000508	0.000440640996944309	RGB	Aug22	HN	0.000440640996944309	15	1	1	Massilia niabensis
asv_000508	0.000466709329847246	MGR	Aug22	HN	0.000466709329847246	23	1	1	Massilia niabensis
asv_000508	0.000308808988227638	VARI	Aug22	HN	0.000308808988227638	30	1	1	Massilia niabensis
asv_000508	0.000249509645695288	GLI	Aug22	HN	0.000249509645695288	16	1	1	Massilia niabensis
asv_000511	-0.00797644972209876	VEG	Sept5	HN	0.00797644972209876	2	1	1	Marmoricola
asv_000520	0.00998478174525107	VEG	Aug12	HN	0.00998478174525107	3	1	1	Mucilaginibacter gossypii
asv_000520	0.00965282173102547	VEG	Aug22	HN	0.00965282173102547	14	1	1	Mucilaginibacter gossypii
asv_000524	0.0124009539138328	VEG	Aug22	HN	0.0124009539138328	3	1	1	Pseudomonas parafulva
asv_000524	0.000543374210371224	MGR	Aug22	HN	0.000543374210371224	7	1	1	Pseudomonas parafulva
asv_000524	0.000156399148697855	VARI	Sept5	HN	0.000156399148697855	2	1	1	Pseudomonas parafulva
asv_000524	0.000714283281908416	VARI	Aug12	HN	0.000714283281908416	35	1	1	Pseudomonas parafulva
asv_000524	1.18060250516706e-05	NGR	Sept5	HN	1.18060250516706e-05	2	1	1	Pseudomonas parafulva
asv_000524	0.000264343364584056	NGR	Aug22	HN	0.000264343364584056	8	1	1	Pseudomonas parafulva
asv_000524	-0.0377857239262929	Woebbecke	Sept5	HN	0.0377857239262929	9	1	1	Pseudomonas parafulva
asv_000524	0.000402030627295106	VARI	Aug22	HN	0.000402030627295106	5	1	1	Pseudomonas parafulva
asv_000524	7.06191925907055e-10	RGB	Sept5	HN	7.06191925907055e-10	12	1	1	Pseudomonas parafulva
asv_000524	2.23870208382587e-05	MGR	Sept5	HN	2.23870208382587e-05	2	1	1	Pseudomonas parafulva
asv_000524	3.96844357712681e-10	GLI	Sept5	HN	3.96844357712681e-10	11	1	1	Pseudomonas parafulva
asv_000524	0.000317430800920175	GLI	Aug12	HN	0.000317430800920175	36	1	1	Pseudomonas parafulva
asv_000524	5.39126999114323e-10	ExG	Sept5	HN	5.39126999114323e-10	12	1	1	Pseudomonas parafulva
asv_000532	0.000469897458436496	ExG	Aug12	HN	0.000469897458436496	26	1	1	Candidatus Udaeobacter copiosus
asv_000532	0.000319990994336382	ExG	Aug22	HN	0.000319990994336382	21	1	1	Candidatus Udaeobacter copiosus
asv_000532	0.000320329978771255	GLI	Aug12	HN	0.000320329978771255	33	1	1	Candidatus Udaeobacter copiosus
asv_000532	0.000605939172056372	RGB	Aug12	HN	0.000605939172056372	33	1	1	Candidatus Udaeobacter copiosus
asv_000532	0.000415567947282272	RGB	Aug22	HN	0.000415567947282272	21	1	1	Candidatus Udaeobacter copiosus
asv_000532	0.0002236536040548	GLI	Aug22	HN	0.0002236536040548	24	1	1	Candidatus Udaeobacter copiosus
asv_000533	0.000293581517019725	ExG	Aug22	HN	0.000293581517019725	33	1	1	Dyella marensis
asv_000533	0.000393315778585391	RGB	Aug22	HN	0.000393315778585391	27	1	1	Dyella marensis
asv_000533	0.000215392347024212	GLI	Aug22	HN	0.000215392347024212	30	1	1	Dyella marensis
asv_000536	0.0837299646833273	Woebbecke	Aug22	HN	0.0837299646833273	14	1	1	Sphingobacterium siyangense-multivorum
asv_000536	0.0862503752568744	Woebbecke	Aug12	HN	0.0862503752568744	17	1	1	Sphingobacterium siyangense-multivorum
asv_000544	-0.000656324130510438	RGB	Aug12	HN	0.000656324130510438	20	1	1	Rhizobium daejeonense
asv_000544	-0.000347096370912995	GLI	Aug12	HN	0.000347096370912995	19	1	1	Rhizobium daejeonense
asv_000544	0.0710262504512471	Woebbecke	Aug22	HN	0.0710262504512471	36	1	1	Rhizobium daejeonense
asv_000544	-0.000503280562490306	ExG	Aug12	HN	0.000503280562490306	19	1	1	Rhizobium daejeonense
asv_000544	0.0872772054235934	Woebbecke	Aug12	HN	0.0872772054235934	15	1	1	Rhizobium daejeonense
asv_000548	-5.80622237484609e-10	RGB	Sept5	HN	5.80622237484609e-10	36	1	1	Massilia varians
asv_000548	0.0380483154534721	Woebbecke	Sept5	HN	0.0380483154534721	8	1	1	Massilia varians
asv_000552	-0.0804358315748604	Woebbecke	Aug12	HN	0.0804358315748604	30	1	1	f_Nitrososphaeraceae Unknown Genus 1
asv_000575	0.118680091860078	Woebbecke	Aug12	HN	0.118680091860078	4	1	1	RB41 sp 1
asv_000575	-0.000538334052722153	ExG	Aug12	HN	0.000538334052722153	15	1	1	RB41 sp 1
asv_000575	-0.000681044987685944	RGB	Aug12	HN	0.000681044987685944	16	1	1	RB41 sp 1
asv_000575	-0.000360032135929396	GLI	Aug12	HN	0.000360032135929396	16	1	1	RB41 sp 1
asv_000582	-0.00653656011578871	VEG	Aug12	HN	0.00653656011578871	34	1	1	Mucilaginibacter gossypii
asv_000584	0.030638989812554	Woebbecke	Sept5	HN	0.030638989812554	24	1	1	Chitinophaga eiseniae
asv_000596	-0.0839654993289183	Woebbecke	Aug12	HN	0.0839654993289183	23	1	1	Rhodoplanes
asv_000605	-0.00667480937004746	VEG	Aug12	HN	0.00667480937004746	27	1	1	Marmoricola
asv_000609	0.00885950571258229	VEG	Aug22	HN	0.00885950571258229	28	1	1	Labrys miyagiensis
asv_000629	0.000739312756035096	VARI	Aug12	HN	0.000739312756035096	24	1	1	Dyadobacter fermentans 1
asv_000629	0.000887462133023493	MGR	Aug12	HN	0.000887462133023493	35	1	1	Dyadobacter fermentans 1
asv_000630	-0.000528588693931215	ExG	Aug12	HN	0.000528588693931215	17	1	1	Acinetobacter johnsonii
asv_000630	-0.00050180524117702	NGR	Aug12	HN	0.00050180524117702	12	1	1	Acinetobacter johnsonii
asv_000630	-0.00104138992943579	MGR	Aug12	HN	0.00104138992943579	11	1	1	Acinetobacter johnsonii
asv_000630	-0.000839777454039922	VARI	Aug12	HN	0.000839777454039922	9	1	1	Acinetobacter johnsonii
asv_000630	-0.000723455215064602	RGB	Aug12	HN	0.000723455215064602	13	1	1	Acinetobacter johnsonii
asv_000630	-0.000375714206320968	GLI	Aug12	HN	0.000375714206320968	13	1	1	Acinetobacter johnsonii
asv_000635	0.00838659468934892	VEG	Aug22	HN	0.00838659468934892	36	1	1	Massilia putida
asv_000646	-0.00856881524872271	VEG	Aug22	HN	0.00856881524872271	31	1	1	Mucilaginibacter gossypii
asv_000662	0.00657089319721796	VEG	Aug12	HN	0.00657089319721796	32	1	1	Massilia varians
asv_000664	0.00939217167354995	VEG	Aug22	HN	0.00939217167354995	18	1	1	Massilia niabensis
asv_000669	-0.027894312973575	Woebbecke	Sept5	HN	0.027894312973575	36	1	1	Nocardioides
asv_000670	0.000667289944434242	MGR	Aug22	HN	0.000667289944434242	1	1	1	Candidatus Udaeobacter copiosus
asv_000670	7.13848555465704e-06	NGR	Sept5	HN	7.13848555465704e-06	29	1	1	Candidatus Udaeobacter copiosus
asv_000670	0.0132491157875406	VEG	Aug22	HN	0.0132491157875406	1	1	1	Candidatus Udaeobacter copiosus
asv_000670	0.000328221154544339	NGR	Aug22	HN	0.000328221154544339	1	1	1	Candidatus Udaeobacter copiosus
asv_000670	1.35205635165167e-05	MGR	Sept5	HN	1.35205635165167e-05	31	1	1	Candidatus Udaeobacter copiosus
asv_000670	0.000295532743258042	GLI	Aug22	HN	0.000295532743258042	5	1	1	Candidatus Udaeobacter copiosus
asv_000670	0.000526054571455598	RGB	Aug22	HN	0.000526054571455598	4	1	1	Candidatus Udaeobacter copiosus
asv_000670	0.000466288480957574	VARI	Aug22	HN	0.000466288480957574	1	1	1	Candidatus Udaeobacter copiosus
asv_000670	0.000399169788480549	ExG	Aug22	HN	0.000399169788480549	5	1	1	Candidatus Udaeobacter copiosus
asv_000670	9.15371265022433e-05	VARI	Sept5	HN	9.15371265022433e-05	23	1	1	Candidatus Udaeobacter copiosus
asv_000685	4.33718288798263e-10	ExG	Sept5	HN	4.33718288798263e-10	32	1	1	Chryseobacterium sp 2
asv_000685	3.21035610536492e-10	GLI	Sept5	HN	3.21035610536492e-10	32	1	1	Chryseobacterium sp 2
asv_000685	-0.0722285066515382	Woebbecke	Aug22	HN	0.0722285066515382	30	1	1	Chryseobacterium sp 2
asv_000685	8.52437973968425e-05	VARI	Sept5	HN	8.52437973968425e-05	34	1	1	Chryseobacterium sp 2
asv_000685	5.92577624282881e-10	RGB	Sept5	HN	5.92577624282881e-10	31	1	1	Chryseobacterium sp 2
asv_000691	0.0305988423876569	Woebbecke	Sept5	HN	0.0305988423876569	25	1	1	Streptomyces puniciscabiei-clavuligerus
asv_000710	-0.000543886230993327	ExG	Aug12	HN	0.000543886230993327	13	1	1	Sphingomonas crusticola
asv_000710	-0.000378829847636571	GLI	Aug12	HN	0.000378829847636571	12	1	1	Sphingomonas crusticola
asv_000710	-0.000454232176760409	NGR	Aug12	HN	0.000454232176760409	27	1	1	Sphingomonas crusticola
asv_000710	-0.000730327620666148	RGB	Aug12	HN	0.000730327620666148	12	1	1	Sphingomonas crusticola
asv_000710	-0.000942525554888749	MGR	Aug12	HN	0.000942525554888749	27	1	1	Sphingomonas crusticola
asv_000710	-0.000724431718541777	VARI	Aug12	HN	0.000724431718541777	32	1	1	Sphingomonas crusticola
asv_000711	0.00650965257736662	VEG	Aug12	HN	0.00650965257736662	35	1	1	Niastella
asv_000726	-0.009530925149333	VEG	Aug22	HN	0.009530925149333	15	1	1	f_Vicinamibacteraceae
asv_000728	-0.00585383085449737	VEG	Sept5	HN	0.00585383085449737	27	1	1	Mucilaginibacter gossypii
asv_000750	0.000226242053534367	NGR	Aug22	HN	0.000226242053534367	27	1	1	Labrys miyagiensis
asv_000750	0.000463591043371143	MGR	Aug22	HN	0.000463591043371143	25	1	1	Labrys miyagiensis
asv_000750	0.000326171899561637	VARI	Aug22	HN	0.000326171899561637	23	1	1	Labrys miyagiensis
asv_000766	-0.000392246749287727	RGB	Aug22	HN	0.000392246749287727	28	1	1	Pantoea ananatis
asv_000766	-0.000214721576356885	GLI	Aug22	HN	0.000214721576356885	32	1	1	Pantoea ananatis
asv_000766	-0.000293577967787936	ExG	Aug22	HN	0.000293577967787936	34	1	1	Pantoea ananatis
asv_000777	0.000730291707825122	VARI	Aug12	HN	0.000730291707825122	30	1	1	Microbacterium testaceum
asv_000777	0.000429167199838075	NGR	Aug12	HN	0.000429167199838075	36	1	1	Microbacterium testaceum
asv_000777	0.000895189702110139	MGR	Aug12	HN	0.000895189702110139	33	1	1	Microbacterium testaceum
asv_000790	7.37715049557294e-06	NGR	Sept5	HN	7.37715049557294e-06	24	1	1	Microbacterium testaceum
asv_000790	8.75261740659609e-05	VARI	Sept5	HN	8.75261740659609e-05	31	1	1	Microbacterium testaceum
asv_000790	1.40512180989136e-05	MGR	Sept5	HN	1.40512180989136e-05	23	1	1	Microbacterium testaceum
asv_000790	6.27012891696331e-10	RGB	Sept5	HN	6.27012891696331e-10	23	1	1	Microbacterium testaceum
asv_000790	3.45842648598688e-10	GLI	Sept5	HN	3.45842648598688e-10	22	1	1	Microbacterium testaceum
asv_000790	4.68758772757837e-10	ExG	Sept5	HN	4.68758772757837e-10	21	1	1	Microbacterium testaceum
asv_000791	-0.072065672237465	Woebbecke	Aug22	HN	0.072065672237465	31	1	1	Rhizobium mesosinicum
asv_000791	-0.00667858315687676	VEG	Aug12	HN	0.00667858315687676	26	1	1	Rhizobium mesosinicum
asv_000799	1.34579176926023e-05	MGR	Sept5	HN	1.34579176926023e-05	33	1	1	Chryseobacterium sp 2
asv_000799	9.00012547499003e-05	VARI	Sept5	HN	9.00012547499003e-05	26	1	1	Chryseobacterium sp 2
asv_000799	7.0732813636499e-06	NGR	Sept5	HN	7.0732813636499e-06	32	1	1	Chryseobacterium sp 2
asv_000824	0.0967506554353954	Woebbecke	Aug12	HN	0.0967506554353954	9	1	1	f_Comamonadaceae Unknown Genus
asv_000836	0.000450109645965487	VARI	Aug22	HN	0.000450109645965487	3	1	1	Massilia niabensis
asv_000836	0.000642887142879572	MGR	Aug22	HN	0.000642887142879572	3	1	1	Massilia niabensis
asv_000836	0.000250585083269118	GLI	Aug22	HN	0.000250585083269118	15	1	1	Massilia niabensis
asv_000836	0.000313948000640719	NGR	Aug22	HN	0.000313948000640719	3	1	1	Massilia niabensis
asv_000836	0.00736822628468529	VEG	Aug12	HN	0.00736822628468529	11	1	1	Massilia niabensis
asv_000836	0.00032812307092626	ExG	Aug22	HN	0.00032812307092626	18	1	1	Massilia niabensis
asv_000836	0.0115122680053506	VEG	Aug22	HN	0.0115122680053506	5	1	1	Massilia niabensis
asv_000836	0.000425537273714033	RGB	Aug22	HN	0.000425537273714033	17	1	1	Massilia niabensis
asv_000838	0.100713017231913	Woebbecke	Aug12	HN	0.100713017231913	7	1	1	Sphingomonas crusticola
asv_000838	-0.000547525756343675	ExG	Aug12	HN	0.000547525756343675	12	1	1	Sphingomonas crusticola
asv_000838	-0.000707853294882317	RGB	Aug12	HN	0.000707853294882317	15	1	1	Sphingomonas crusticola
asv_000838	-0.000370672052040029	GLI	Aug12	HN	0.000370672052040029	15	1	1	Sphingomonas crusticola
asv_000847	-0.00649902144797356	VEG	Sept5	HN	0.00649902144797356	16	1	1	f_LWQ8
asv_000876	0.00031461392970814	NGR	Aug22	HN	0.00031461392970814	2	1	1	Labrys miyagiensis
asv_000876	0.000454256585225251	VARI	Aug22	HN	0.000454256585225251	2	1	1	Labrys miyagiensis
asv_000876	0.000454789498790583	RGB	Aug22	HN	0.000454789498790583	13	1	1	Labrys miyagiensis
asv_000876	0.000643191860367682	MGR	Aug22	HN	0.000643191860367682	2	1	1	Labrys miyagiensis
asv_000876	0.000261568317738502	GLI	Aug22	HN	0.000261568317738502	11	1	1	Labrys miyagiensis
asv_000876	-0.0888558456510241	Woebbecke	Aug22	HN	0.0888558456510241	11	1	1	Labrys miyagiensis
asv_000876	0.000346494686358905	ExG	Aug22	HN	0.000346494686358905	13	1	1	Labrys miyagiensis
asv_000896	0.00564064345053897	VEG	Sept5	HN	0.00564064345053897	31	1	1	Knoellia-Lapillicoccus
asv_000901	-0.000215586176317125	NGR	Aug22	HN	0.000215586176317125	32	1	1	Dyadobacter fermentans 3
asv_000901	-0.000300079035323283	VARI	Aug22	HN	0.000300079035323283	36	1	1	Dyadobacter fermentans 3
asv_000901	-0.000440550818217731	MGR	Aug22	HN	0.000440550818217731	33	1	1	Dyadobacter fermentans 3
asv_000901	0.0940092586172476	Woebbecke	Aug22	HN	0.0940092586172476	8	1	1	Dyadobacter fermentans 3
asv_000905	-0.000220387637104224	NGR	Aug22	HN	0.000220387637104224	30	1	1	Bacillus aryabhattai
asv_000905	-0.000449379920299386	MGR	Aug22	HN	0.000449379920299386	30	1	1	Bacillus aryabhattai
asv_000905	-0.000324319678677574	VARI	Aug22	HN	0.000324319678677574	24	1	1	Bacillus aryabhattai
asv_000909	0.007423807102988	VEG	Aug12	HN	0.007423807102988	9	1	1	Chthoniobacter flavus
asv_000909	0.00890251742012829	VEG	Aug22	HN	0.00890251742012829	26	1	1	Chthoniobacter flavus
asv_000937	0.0718538034067879	Woebbecke	Aug22	HN	0.0718538034067879	34	1	1	Catenulispora acidiphila
asv_000937	-0.00609986645144174	VEG	Sept5	HN	0.00609986645144174	22	1	1	Catenulispora acidiphila
asv_000965	0.000968994990691929	MGR	Aug12	HN	0.000968994990691929	20	1	1	Sphingoaurantiacus
asv_000965	0.000572098648034891	ExG	Aug12	HN	0.000572098648034891	10	1	1	Sphingoaurantiacus
asv_000965	0.000384616335657162	GLI	Aug12	HN	0.000384616335657162	11	1	1	Sphingoaurantiacus
asv_000965	-0.113134981441314	Woebbecke	Aug12	HN	0.113134981441314	6	1	1	Sphingoaurantiacus
asv_000965	0.00021120355308736	GLI	Aug22	HN	0.00021120355308736	36	1	1	Sphingoaurantiacus
asv_000965	0.000731036946698008	RGB	Aug12	HN	0.000731036946698008	11	1	1	Sphingoaurantiacus
asv_000965	0.000492407718912045	MGR	Aug22	HN	0.000492407718912045	17	1	1	Sphingoaurantiacus
asv_000965	0.000333461968188817	VARI	Aug22	HN	0.000333461968188817	20	1	1	Sphingoaurantiacus
asv_000965	-0.102940675262165	Woebbecke	Aug22	HN	0.102940675262165	4	1	1	Sphingoaurantiacus
asv_000965	0.000241025502576348	NGR	Aug22	HN	0.000241025502576348	17	1	1	Sphingoaurantiacus
asv_000965	0.000462404086885456	NGR	Aug12	HN	0.000462404086885456	19	1	1	Sphingoaurantiacus
asv_000983	0.00919425296861368	VEG	Aug22	HN	0.00919425296861368	21	1	1	Massilia varians
asv_000986	-0.000318231957197031	GLI	Aug12	HN	0.000318231957197031	34	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_000986	-0.00061051852772774	RGB	Aug12	HN	0.00061051852772774	32	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_000986	-0.000464812655940887	ExG	Aug12	HN	0.000464812655940887	29	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_000991	0.000600022688109992	MGR	Aug22	HN	0.000600022688109992	4	1	1	Massilia niabensis
asv_000991	0.000293504503580364	NGR	Aug22	HN	0.000293504503580364	4	1	1	Massilia niabensis
asv_000991	0.000213331872840833	GLI	Aug22	HN	0.000213331872840833	34	1	1	Massilia niabensis
asv_000991	0.000427647039495957	VARI	Aug22	HN	0.000427647039495957	4	1	1	Massilia niabensis
asv_000991	-0.0973432669131686	Woebbecke	Aug22	HN	0.0973432669131686	6	1	1	Massilia niabensis
asv_001000	-0.000646947446169615	RGB	Aug12	HN	0.000646947446169615	22	1	1	Dyadobacter fermentans 3
asv_001000	-0.000337186305932323	GLI	Aug12	HN	0.000337186305932323	23	1	1	Dyadobacter fermentans 3
asv_001000	-0.000437046901247785	NGR	Aug12	HN	0.000437046901247785	30	1	1	Dyadobacter fermentans 3
asv_001000	-0.000227233976304828	NGR	Aug22	HN	0.000227233976304828	25	1	1	Dyadobacter fermentans 3
asv_001000	-0.000462891861460366	MGR	Aug22	HN	0.000462891861460366	27	1	1	Dyadobacter fermentans 3
asv_001000	0.089689334957543	Woebbecke	Aug12	HN	0.089689334957543	13	1	1	Dyadobacter fermentans 3
asv_001000	-0.00048671428928083	ExG	Aug12	HN	0.00048671428928083	22	1	1	Dyadobacter fermentans 3
asv_001000	0.0793537394156112	Woebbecke	Aug22	HN	0.0793537394156112	19	1	1	Dyadobacter fermentans 3
asv_001000	-0.000305978622994852	VARI	Aug22	HN	0.000305978622994852	32	1	1	Dyadobacter fermentans 3
asv_001000	-0.000213538195003533	GLI	Aug22	HN	0.000213538195003533	33	1	1	Dyadobacter fermentans 3
asv_001000	-0.000290570763613287	ExG	Aug22	HN	0.000290570763613287	36	1	1	Dyadobacter fermentans 3
asv_001000	-0.000902650574929927	MGR	Aug12	HN	0.000902650574929927	32	1	1	Dyadobacter fermentans 3
asv_001012	-0.000428084924491987	MGR	Aug22	HN	0.000428084924491987	36	1	1	Bacillus aryabhattai
asv_001012	-0.00030242854701916	VARI	Aug22	HN	0.00030242854701916	33	1	1	Bacillus aryabhattai
asv_001012	-0.000211666253323844	NGR	Aug22	HN	0.000211666253323844	35	1	1	Bacillus aryabhattai
asv_001018	0.0795230607942347	Woebbecke	Aug22	HN	0.0795230607942347	18	1	1	Niastella
asv_001034	-0.000321435043338272	GLI	Aug12	HN	0.000321435043338272	30	1	1	Sphingomonas mali
asv_001034	-0.000463136915494405	ExG	Aug12	HN	0.000463136915494405	30	1	1	Sphingomonas mali
asv_001034	-0.000623467200875528	RGB	Aug12	HN	0.000623467200875528	29	1	1	Sphingomonas mali
asv_001061	0.0068463843005321	VEG	Aug12	HN	0.0068463843005321	21	1	1	Sphingomonas limnosediminicola
asv_001074	0.00705807019063748	VEG	Aug12	HN	0.00705807019063748	15	1	1	Mucilaginibacter gossypii
asv_001081	-0.0777966995736613	Woebbecke	Aug12	HN	0.0777966995736613	34	1	1	f_Nitrososphaeraceae Unknown Genus 1
asv_001091	-0.00709646599042796	VEG	Sept5	HN	0.00709646599042796	4	1	1	f_LWQ8
asv_001109	0.0381664252626235	Woebbecke	Sept5	HN	0.0381664252626235	7	1	1	Dyadobacter fermentans 1
asv_001149	-0.000455800969782756	ExG	Aug12	HN	0.000455800969782756	35	1	1	RB41 sp 1
asv_001149	0.0838281084278372	Woebbecke	Aug12	HN	0.0838281084278372	24	1	1	RB41 sp 1
asv_001167	-0.00839031403855602	VEG	Aug22	HN	0.00839031403855602	35	1	1	Chitinophaga polysaccharea
asv_001169	0.000967367895556225	MGR	Aug12	HN	0.000967367895556225	21	1	1	Mycobacterium
asv_001169	0.000459559937282652	NGR	Aug12	HN	0.000459559937282652	22	1	1	Mycobacterium
asv_001169	0.000736008717654767	VARI	Aug12	HN	0.000736008717654767	27	1	1	Mycobacterium
asv_001169	-0.0776259804611389	Woebbecke	Aug12	HN	0.0776259804611389	35	1	1	Mycobacterium
asv_001193	0.000398747103645787	ExG	Aug22	HN	0.000398747103645787	6	1	1	Terriglobus
asv_001193	0.000391677297426478	GLI	Aug12	HN	0.000391677297426478	10	1	1	Terriglobus
asv_001193	0.000553617393882557	ExG	Aug12	HN	0.000553617393882557	11	1	1	Terriglobus
asv_001193	0.000738721503104972	VARI	Aug12	HN	0.000738721503104972	26	1	1	Terriglobus
asv_001193	0.000750546535814229	RGB	Aug12	HN	0.000750546535814229	10	1	1	Terriglobus
asv_001193	0.000956804490182535	MGR	Aug12	HN	0.000956804490182535	22	1	1	Terriglobus
asv_001193	0.000217151450215463	NGR	Aug22	HN	0.000217151450215463	31	1	1	Terriglobus
asv_001193	0.00051901948779237	RGB	Aug22	HN	0.00051901948779237	6	1	1	Terriglobus
asv_001193	0.000443837184078862	MGR	Aug22	HN	0.000443837184078862	31	1	1	Terriglobus
asv_001193	0.00029195733220712	GLI	Aug22	HN	0.00029195733220712	6	1	1	Terriglobus
asv_001193	-0.0843913950572597	Woebbecke	Aug12	HN	0.0843913950572597	20	1	1	Terriglobus
asv_001193	0.000456087983449174	NGR	Aug12	HN	0.000456087983449174	25	1	1	Terriglobus
asv_001204	-0.0067491745206337	VEG	Aug12	HN	0.0067491745206337	24	1	1	Candidatus Nitrocosmicus oleophilus
asv_001207	0.0280048303860781	Woebbecke	Sept5	HN	0.0280048303860781	35	1	1	f_Blastocatellaceae Unknown Genus
asv_001223	-0.0720208170159929	Woebbecke	Aug22	HN	0.0720208170159929	32	1	1	Chryseobacterium sp 2
asv_001225	0.000327038142926561	GLI	Aug12	HN	0.000327038142926561	26	1	1	Pseudomonas parafulva
